prompt,completion,language,language_code,legal_domain,intent,urgency,recommended_document,feedback_rating,correction_applied,confidence_before,confidence_after,source
"You are a careful Indian legal-aid assistant helping an underserved citizen in Telangana. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: मेरा भाई has a written complaint but police are refusing to register an FIR. The family may need help from District Legal Services Authority.","Legal classification: zero_fir.
Domain: police_accountability.
Urgency: high.
Relevant legal route: Zero FIR practice, police complaint escalation, Magistrate remedy principles.
Recommended workflow/document: zero_fir_escalation.

Practical response:
- Write a concise complaint with date, time, place, accused details if known, witnesses, injuries/loss, and evidence list.
- If police refuse due to jurisdiction, ask them to register a Zero FIR and transfer it to the appropriate station.
- Note the officer name, station, date, and refusal reason. Send the complaint to senior police officers by email/post if needed.
- If refusal continues, legal aid can help approach the Magistrate route. Keep acknowledgement proof for every submission.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Telangana?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to zero_fir and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",Hindi,hi,police_accountability,zero_fir,high,zero_fir_escalation,5,yes,0.62,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
"You are a careful Indian legal-aid assistant helping an underserved citizen in Gujarat. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: मेरी बहन was told to settle privately even though there are threats and medical records. The family may need help from Sessions Court.","Legal classification: zero_fir.
Domain: police_accountability.
Urgency: high.
Relevant legal route: Zero FIR practice, police complaint escalation, Magistrate remedy principles.
Recommended workflow/document: zero_fir_escalation.

Practical response:
- Write a concise complaint with date, time, place, accused details if known, witnesses, injuries/loss, and evidence list.
- If police refuse due to jurisdiction, ask them to register a Zero FIR and transfer it to the appropriate station.
- Note the officer name, station, date, and refusal reason. Send the complaint to senior police officers by email/post if needed.
- If refusal continues, legal aid can help approach the Magistrate route. Keep acknowledgement proof for every submission.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Gujarat?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to zero_fir and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",Hindi,hi,police_accountability,zero_fir,high,zero_fir_escalation,5,no,0.84,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
"You are a careful Indian legal-aid assistant helping an underserved citizen in Assam. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: My father needs to know how to escalate refusal to register a complaint. The family may need help from District Court.","Legal classification: zero_fir.
Domain: police_accountability.
Urgency: high.
Relevant legal route: Zero FIR practice, police complaint escalation, Magistrate remedy principles.
Recommended workflow/document: zero_fir_escalation.

Practical response:
- Write a concise complaint with date, time, place, accused details if known, witnesses, injuries/loss, and evidence list.
- If police refuse due to jurisdiction, ask them to register a Zero FIR and transfer it to the appropriate station.
- Note the officer name, station, date, and refusal reason. Send the complaint to senior police officers by email/post if needed.
- If refusal continues, legal aid can help approach the Magistrate route. Keep acknowledgement proof for every submission.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Assam?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to zero_fir and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",English,en,police_accountability,zero_fir,high,zero_fir_escalation,5,no,0.84,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
"You are a careful Indian legal-aid assistant helping an underserved citizen in Maharashtra. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: मेरे पिता went to the police station after an assault but the officer said the incident is outside their jurisdiction. The family may need help from Magistrate Court.","Legal classification: zero_fir.
Domain: police_accountability.
Urgency: high.
Relevant legal route: Zero FIR practice, police complaint escalation, Magistrate remedy principles.
Recommended workflow/document: zero_fir_escalation.

Practical response:
- Write a concise complaint with date, time, place, accused details if known, witnesses, injuries/loss, and evidence list.
- If police refuse due to jurisdiction, ask them to register a Zero FIR and transfer it to the appropriate station.
- Note the officer name, station, date, and refusal reason. Send the complaint to senior police officers by email/post if needed.
- If refusal continues, legal aid can help approach the Magistrate route. Keep acknowledgement proof for every submission.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Maharashtra?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to zero_fir and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",Hindi,hi,police_accountability,zero_fir,high,zero_fir_escalation,4,yes,0.62,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
"You are a careful Indian legal-aid assistant helping an underserved citizen in Telangana. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: My brother has a written complaint but police are refusing to register an FIR. The family may need help from High Court legal aid clinic.","Legal classification: zero_fir.
Domain: police_accountability.
Urgency: high.
Relevant legal route: Zero FIR practice, police complaint escalation, Magistrate remedy principles.
Recommended workflow/document: zero_fir_escalation.

Practical response:
- Write a concise complaint with date, time, place, accused details if known, witnesses, injuries/loss, and evidence list.
- If police refuse due to jurisdiction, ask them to register a Zero FIR and transfer it to the appropriate station.
- Note the officer name, station, date, and refusal reason. Send the complaint to senior police officers by email/post if needed.
- If refusal continues, legal aid can help approach the Magistrate route. Keep acknowledgement proof for every submission.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Telangana?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to zero_fir and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",English,en,police_accountability,zero_fir,high,zero_fir_escalation,5,no,0.84,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
"You are a careful Indian legal-aid assistant helping an underserved citizen in Gujarat. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: मेरा भाई was told to settle privately even though there are threats and medical records. The family may need help from District Legal Services Authority.","Legal classification: zero_fir.
Domain: police_accountability.
Urgency: high.
Relevant legal route: Zero FIR practice, police complaint escalation, Magistrate remedy principles.
Recommended workflow/document: zero_fir_escalation.

Practical response:
- Write a concise complaint with date, time, place, accused details if known, witnesses, injuries/loss, and evidence list.
- If police refuse due to jurisdiction, ask them to register a Zero FIR and transfer it to the appropriate station.
- Note the officer name, station, date, and refusal reason. Send the complaint to senior police officers by email/post if needed.
- If refusal continues, legal aid can help approach the Magistrate route. Keep acknowledgement proof for every submission.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Gujarat?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to zero_fir and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",Hindi,hi,police_accountability,zero_fir,high,zero_fir_escalation,5,no,0.84,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
"You are a careful Indian legal-aid assistant helping an underserved citizen in Assam. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: मेरी बहन needs to know how to escalate refusal to register a complaint. The family may need help from Sessions Court.","Legal classification: zero_fir.
Domain: police_accountability.
Urgency: high.
Relevant legal route: Zero FIR practice, police complaint escalation, Magistrate remedy principles.
Recommended workflow/document: zero_fir_escalation.

Practical response:
- Write a concise complaint with date, time, place, accused details if known, witnesses, injuries/loss, and evidence list.
- If police refuse due to jurisdiction, ask them to register a Zero FIR and transfer it to the appropriate station.
- Note the officer name, station, date, and refusal reason. Send the complaint to senior police officers by email/post if needed.
- If refusal continues, legal aid can help approach the Magistrate route. Keep acknowledgement proof for every submission.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Assam?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to zero_fir and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",Hindi,hi,police_accountability,zero_fir,high,zero_fir_escalation,5,yes,0.62,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
"You are a careful Indian legal-aid assistant helping an underserved citizen in Maharashtra. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: My father went to the police station after an assault but the officer said the incident is outside their jurisdiction. The family may need help from District Court.","Legal classification: zero_fir.
Domain: police_accountability.
Urgency: high.
Relevant legal route: Zero FIR practice, police complaint escalation, Magistrate remedy principles.
Recommended workflow/document: zero_fir_escalation.

Practical response:
- Write a concise complaint with date, time, place, accused details if known, witnesses, injuries/loss, and evidence list.
- If police refuse due to jurisdiction, ask them to register a Zero FIR and transfer it to the appropriate station.
- Note the officer name, station, date, and refusal reason. Send the complaint to senior police officers by email/post if needed.
- If refusal continues, legal aid can help approach the Magistrate route. Keep acknowledgement proof for every submission.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Maharashtra?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to zero_fir and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",English,en,police_accountability,zero_fir,high,zero_fir_escalation,4,no,0.84,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
"You are a careful Indian legal-aid assistant helping an underserved citizen in Telangana. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: मेरे पिता has a written complaint but police are refusing to register an FIR. The family may need help from Magistrate Court.","Legal classification: zero_fir.
Domain: police_accountability.
Urgency: high.
Relevant legal route: Zero FIR practice, police complaint escalation, Magistrate remedy principles.
Recommended workflow/document: zero_fir_escalation.

Practical response:
- Write a concise complaint with date, time, place, accused details if known, witnesses, injuries/loss, and evidence list.
- If police refuse due to jurisdiction, ask them to register a Zero FIR and transfer it to the appropriate station.
- Note the officer name, station, date, and refusal reason. Send the complaint to senior police officers by email/post if needed.
- If refusal continues, legal aid can help approach the Magistrate route. Keep acknowledgement proof for every submission.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Telangana?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to zero_fir and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",Hindi,hi,police_accountability,zero_fir,high,zero_fir_escalation,5,no,0.84,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
"You are a careful Indian legal-aid assistant helping an underserved citizen in Gujarat. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: My brother was told to settle privately even though there are threats and medical records. The family may need help from High Court legal aid clinic.","Legal classification: zero_fir.
Domain: police_accountability.
Urgency: high.
Relevant legal route: Zero FIR practice, police complaint escalation, Magistrate remedy principles.
Recommended workflow/document: zero_fir_escalation.

Practical response:
- Write a concise complaint with date, time, place, accused details if known, witnesses, injuries/loss, and evidence list.
- If police refuse due to jurisdiction, ask them to register a Zero FIR and transfer it to the appropriate station.
- Note the officer name, station, date, and refusal reason. Send the complaint to senior police officers by email/post if needed.
- If refusal continues, legal aid can help approach the Magistrate route. Keep acknowledgement proof for every submission.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Gujarat?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to zero_fir and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",English,en,police_accountability,zero_fir,high,zero_fir_escalation,5,yes,0.62,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
"You are a careful Indian legal-aid assistant helping an underserved citizen in Assam. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: मेरा भाई needs to know how to escalate refusal to register a complaint. The family may need help from District Legal Services Authority.","Legal classification: zero_fir.
Domain: police_accountability.
Urgency: high.
Relevant legal route: Zero FIR practice, police complaint escalation, Magistrate remedy principles.
Recommended workflow/document: zero_fir_escalation.

Practical response:
- Write a concise complaint with date, time, place, accused details if known, witnesses, injuries/loss, and evidence list.
- If police refuse due to jurisdiction, ask them to register a Zero FIR and transfer it to the appropriate station.
- Note the officer name, station, date, and refusal reason. Send the complaint to senior police officers by email/post if needed.
- If refusal continues, legal aid can help approach the Magistrate route. Keep acknowledgement proof for every submission.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Assam?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to zero_fir and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",Hindi,hi,police_accountability,zero_fir,high,zero_fir_escalation,5,no,0.84,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
"You are a careful Indian legal-aid assistant helping an underserved citizen in Maharashtra. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: My brother needs records of action taken on a police complaint and only has the diary number. The family may need help from District Court.","Legal classification: rti_request.
Domain: public_records.
Urgency: low.
Relevant legal route: Right to Information Act, 2005.
Recommended workflow/document: rti_application.

Practical response:
- Identify the exact public authority and ask for specific records, dates, file numbers, and certified copies where needed.
- Avoid asking questions like why an officer acted in a certain way; ask for records, orders, notes, dispatch details, and action taken reports.
- If no reply comes within the statutory period, file a first appeal with the appellate authority.
- Keep the RTI narrow so it is harder to reject as vague or burdensome.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Maharashtra?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to rti_request and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",English,en,public_records,rti_request,low,rti_application,4,yes,0.62,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
"You are a careful Indian legal-aid assistant helping an underserved citizen in Telangana. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: मेरा भाई wants copies of government office file movement for a pension application. The family may need help from Magistrate Court.","Legal classification: rti_request.
Domain: public_records.
Urgency: low.
Relevant legal route: Right to Information Act, 2005.
Recommended workflow/document: rti_application.

Practical response:
- Identify the exact public authority and ask for specific records, dates, file numbers, and certified copies where needed.
- Avoid asking questions like why an officer acted in a certain way; ask for records, orders, notes, dispatch details, and action taken reports.
- If no reply comes within the statutory period, file a first appeal with the appellate authority.
- Keep the RTI narrow so it is harder to reject as vague or burdensome.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Telangana?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to rti_request and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",Hindi,hi,public_records,rti_request,low,rti_application,5,no,0.84,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
"You are a careful Indian legal-aid assistant helping an underserved citizen in Gujarat. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: मेरी बहन needs certified information about whether an FIR copy was uploaded on the state portal. The family may need help from High Court legal aid clinic.","Legal classification: rti_request.
Domain: public_records.
Urgency: low.
Relevant legal route: Right to Information Act, 2005.
Recommended workflow/document: rti_application.

Practical response:
- Identify the exact public authority and ask for specific records, dates, file numbers, and certified copies where needed.
- Avoid asking questions like why an officer acted in a certain way; ask for records, orders, notes, dispatch details, and action taken reports.
- If no reply comes within the statutory period, file a first appeal with the appellate authority.
- Keep the RTI narrow so it is harder to reject as vague or burdensome.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Gujarat?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to rti_request and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",Hindi,hi,public_records,rti_request,low,rti_application,5,no,0.84,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
"You are a careful Indian legal-aid assistant helping an underserved citizen in Assam. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: My father wants inspection of records but does not know the public authority. The family may need help from District Legal Services Authority.","Legal classification: rti_request.
Domain: public_records.
Urgency: low.
Relevant legal route: Right to Information Act, 2005.
Recommended workflow/document: rti_application.

Practical response:
- Identify the exact public authority and ask for specific records, dates, file numbers, and certified copies where needed.
- Avoid asking questions like why an officer acted in a certain way; ask for records, orders, notes, dispatch details, and action taken reports.
- If no reply comes within the statutory period, file a first appeal with the appellate authority.
- Keep the RTI narrow so it is harder to reject as vague or burdensome.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Assam?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to rti_request and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",English,en,public_records,rti_request,low,rti_application,5,yes,0.62,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
"You are a careful Indian legal-aid assistant helping an underserved citizen in Maharashtra. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: मेरे पिता needs records of action taken on a police complaint and only has the diary number. The family may need help from Sessions Court.","Legal classification: rti_request.
Domain: public_records.
Urgency: low.
Relevant legal route: Right to Information Act, 2005.
Recommended workflow/document: rti_application.

Practical response:
- Identify the exact public authority and ask for specific records, dates, file numbers, and certified copies where needed.
- Avoid asking questions like why an officer acted in a certain way; ask for records, orders, notes, dispatch details, and action taken reports.
- If no reply comes within the statutory period, file a first appeal with the appellate authority.
- Keep the RTI narrow so it is harder to reject as vague or burdensome.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Maharashtra?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to rti_request and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",Hindi,hi,public_records,rti_request,low,rti_application,4,no,0.84,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
"You are a careful Indian legal-aid assistant helping an underserved citizen in Telangana. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: My brother wants copies of government office file movement for a pension application. The family may need help from District Court.","Legal classification: rti_request.
Domain: public_records.
Urgency: low.
Relevant legal route: Right to Information Act, 2005.
Recommended workflow/document: rti_application.

Practical response:
- Identify the exact public authority and ask for specific records, dates, file numbers, and certified copies where needed.
- Avoid asking questions like why an officer acted in a certain way; ask for records, orders, notes, dispatch details, and action taken reports.
- If no reply comes within the statutory period, file a first appeal with the appellate authority.
- Keep the RTI narrow so it is harder to reject as vague or burdensome.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Telangana?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to rti_request and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",English,en,public_records,rti_request,low,rti_application,5,no,0.84,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
"You are a careful Indian legal-aid assistant helping an underserved citizen in Gujarat. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: मेरा भाई needs certified information about whether an FIR copy was uploaded on the state portal. The family may need help from Magistrate Court.","Legal classification: rti_request.
Domain: public_records.
Urgency: low.
Relevant legal route: Right to Information Act, 2005.
Recommended workflow/document: rti_application.

Practical response:
- Identify the exact public authority and ask for specific records, dates, file numbers, and certified copies where needed.
- Avoid asking questions like why an officer acted in a certain way; ask for records, orders, notes, dispatch details, and action taken reports.
- If no reply comes within the statutory period, file a first appeal with the appellate authority.
- Keep the RTI narrow so it is harder to reject as vague or burdensome.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Gujarat?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to rti_request and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",Hindi,hi,public_records,rti_request,low,rti_application,5,yes,0.62,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
"You are a careful Indian legal-aid assistant helping an underserved citizen in Assam. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: मेरी बहन wants inspection of records but does not know the public authority. The family may need help from High Court legal aid clinic.","Legal classification: rti_request.
Domain: public_records.
Urgency: low.
Relevant legal route: Right to Information Act, 2005.
Recommended workflow/document: rti_application.

Practical response:
- Identify the exact public authority and ask for specific records, dates, file numbers, and certified copies where needed.
- Avoid asking questions like why an officer acted in a certain way; ask for records, orders, notes, dispatch details, and action taken reports.
- If no reply comes within the statutory period, file a first appeal with the appellate authority.
- Keep the RTI narrow so it is harder to reject as vague or burdensome.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Assam?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to rti_request and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",Hindi,hi,public_records,rti_request,low,rti_application,5,no,0.84,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
"You are a careful Indian legal-aid assistant helping an underserved citizen in Maharashtra. The user may not know legal terminology and may be mixing Hindi/English or regional language. Read the facts, classify the legal issue, cite the relevant legal route or public authority, identify evidence and missing information, and draft a practical response. Do not guarantee success. User context: My father needs records of action taken on a police complaint and only has the diary number. The family may need help from District Legal Services Authority.","Legal classification: rti_request.
Domain: public_records.
Urgency: low.
Relevant legal route: Right to Information Act, 2005.
Recommended workflow/document: rti_application.

Practical response:
- Identify the exact public authority and ask for specific records, dates, file numbers, and certified copies where needed.
- Avoid asking questions like why an officer acted in a certain way; ask for records, orders, notes, dispatch details, and action taken reports.
- If no reply comes within the statutory period, file a first appeal with the appellate authority.
- Keep the RTI narrow so it is harder to reject as vague or burdensome.

Follow-up questions to ask:
1. Which district and police station/court/authority is involved in Maharashtra?
2. What documents are already available and what is missing?
3. Is there any deadline, hearing date, threat, detention, or safety risk?

Adaptive data note: If the model misclassifies this as a generic legal-rights query, correct the intent to rti_request and record the missing evidence checklist. Confidence should increase after correction.

Safety disclaimer: This is legal-aid information for preparing next steps. The final filing, notice, or court strategy should be verified by a qualified advocate, DLSA/legal aid office, or the appropriate public authority.",English,en,public_records,rti_request,low,rti_application,4,no,0.84,0.97,"NyayaSetu + ZamanatAI, credited to Adaption Labs Adaptive Data Track"
