sample_id,split,task_type,instruction,input,output,language_code,language_name,region,is_low_resource_language,jurisdiction,legal_domain,intent,urgency,output_doc_type,evidence_items,missing_information,feedback_rating,feedback_type,feedback_comment,correction_applied,correction_field,before_prediction,after_correction,confidence_before,confidence_after,quality_score,quality_band,pii_redacted,human_review_status,adaption_track_credit
NYAYA-GOLD-001396,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",UPI cyber fraud me 18000 rupees gaye transaction id hai kya karun kripya simple language me batao,"Intent: cyber_fraud. Legal domain: digital_safety. Urgency: high. Recommended document/workflow: cyber_fraud_complaint_checklist. Evidence to collect: transaction ID; UPI ID; screenshots; bank SMS; fraud phone number. Missing information to ask for: transaction time; bank name; fraud platform. Guidance: Immediately call 1930, report at cybercrime.gov.in, inform the bank, preserve transaction IDs, screenshots, UPI IDs, phone numbers, and bank messages. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",sd,Sindhi,Sindhi community,yes,India,digital_safety,cyber_fraud,high,cyber_fraud_complaint_checklist,transaction ID; UPI ID; screenshots; bank SMS; fraud phone number,transaction time; bank name; fraud platform,5,excellent_response,Reviewer marked this as excellent response for adaptive improvement.,no,none,cyber_fraud with generic response,cyber_fraud with complete evidence checklist,0.79,0.96,0.97,gold,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-001397,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",online fraud hua paisa debit ho gaya screenshot aur bank SMS hai; family needs urgent next steps,"Intent: cyber_fraud. Legal domain: digital_safety. Urgency: high. Recommended document/workflow: cyber_fraud_complaint_checklist. Evidence to collect: transaction ID; UPI ID; screenshots; bank SMS; fraud phone number. Missing information to ask for: transaction time; bank name; fraud platform. Guidance: Immediately call 1930, report at cybercrime.gov.in, inform the bank, preserve transaction IDs, screenshots, UPI IDs, phone numbers, and bank messages. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",sd,Sindhi,Sindhi community,yes,India,digital_safety,cyber_fraud,high,cyber_fraud_complaint_checklist,transaction ID; UPI ID; screenshots; bank SMS; fraud phone number,transaction time; bank name; fraud platform,4,helpful_response,Reviewer marked this as helpful response for adaptive improvement.,no,none,cyber_fraud with generic response,cyber_fraud with complete evidence checklist,0.79,0.96,0.97,gold,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-001398,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",OTP scam ke baad account se paise gaye complaint kaise file karun,"Intent: cyber_fraud. Legal domain: digital_safety. Urgency: high. Recommended document/workflow: cyber_fraud_complaint_checklist. Evidence to collect: transaction ID; UPI ID; screenshots; bank SMS; fraud phone number. Missing information to ask for: transaction time; bank name; fraud platform. Guidance: Immediately call 1930, report at cybercrime.gov.in, inform the bank, preserve transaction IDs, screenshots, UPI IDs, phone numbers, and bank messages. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",sd,Sindhi,Sindhi community,yes,India,digital_safety,cyber_fraud,high,cyber_fraud_complaint_checklist,transaction ID; UPI ID; screenshots; bank SMS; fraud phone number,transaction time; bank name; fraud platform,3,partial_answer,Reviewer marked this as partial answer for adaptive improvement.,yes,missing_information,generic answer,specific checklist and next steps,0.66,0.9,0.91,silver,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-001399,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",cybercrime portal par complaint draft chahiye transaction 25000 kripya simple language me batao,"Intent: cyber_fraud. Legal domain: digital_safety. Urgency: high. Recommended document/workflow: cyber_fraud_complaint_checklist. Evidence to collect: transaction ID; UPI ID; screenshots; bank SMS; fraud phone number. Missing information to ask for: transaction time; bank name; fraud platform. Guidance: Immediately call 1930, report at cybercrime.gov.in, inform the bank, preserve transaction IDs, screenshots, UPI IDs, phone numbers, and bank messages. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",sd,Sindhi,Sindhi community,yes,India,digital_safety,cyber_fraud,high,cyber_fraud_complaint_checklist,transaction ID; UPI ID; screenshots; bank SMS; fraud phone number,transaction time; bank name; fraud platform,4,helpful_response,Reviewer marked this as helpful response for adaptive improvement.,no,none,cyber_fraud with generic response,cyber_fraud with complete evidence checklist,0.79,0.96,0.97,gold,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-001400,test,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",UPI cyber fraud me 75000 rupees gaye transaction id hai kya karun; family needs urgent next steps,"Intent: cyber_fraud. Legal domain: digital_safety. Urgency: high. Recommended document/workflow: cyber_fraud_complaint_checklist. Evidence to collect: transaction ID; UPI ID; screenshots; bank SMS; fraud phone number. Missing information to ask for: transaction time; bank name; fraud platform. Guidance: Immediately call 1930, report at cybercrime.gov.in, inform the bank, preserve transaction IDs, screenshots, UPI IDs, phone numbers, and bank messages. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",sd,Sindhi,Sindhi community,yes,India,digital_safety,cyber_fraud,high,cyber_fraud_complaint_checklist,transaction ID; UPI ID; screenshots; bank SMS; fraud phone number,transaction time; bank name; fraud platform,2,wrong_language,Reviewer marked this as wrong language for adaptive improvement.,yes,input_language,unknown,sd,0.44,0.93,0.91,silver,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-001401,validation,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",online fraud hua paisa debit ho gaya screenshot aur bank SMS hai,"Intent: cyber_fraud. Legal domain: digital_safety. Urgency: high. Recommended document/workflow: cyber_fraud_complaint_checklist. Evidence to collect: transaction ID; UPI ID; screenshots; bank SMS; fraud phone number. Missing information to ask for: transaction time; bank name; fraud platform. Guidance: Immediately call 1930, report at cybercrime.gov.in, inform the bank, preserve transaction IDs, screenshots, UPI IDs, phone numbers, and bank messages. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",sd,Sindhi,Sindhi community,yes,India,digital_safety,cyber_fraud,high,cyber_fraud_complaint_checklist,transaction ID; UPI ID; screenshots; bank SMS; fraud phone number,transaction time; bank name; fraud platform,4,helpful_response,Reviewer marked this as helpful response for adaptive improvement.,no,none,cyber_fraud with generic response,cyber_fraud with complete evidence checklist,0.79,0.96,0.97,gold,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-001402,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",defective product warranty reject ho gaya consumer complaint chahiye kripya simple language me batao,"Intent: consumer_complaint. Legal domain: consumer_rights. Urgency: low. Recommended document/workflow: consumer_complaint_checklist. Evidence to collect: invoice; warranty card; defect photos; service centre reply; payment proof. Missing information to ask for: purchase date; seller details; written rejection. Guidance: Keep invoice, warranty, defect evidence, payment proof, and seller/service replies. Send written complaint, then approach consumer helpline or consumer commission if unresolved. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",sd,Sindhi,Sindhi community,yes,India,consumer_rights,consumer_complaint,low,consumer_complaint_checklist,invoice; warranty card; defect photos; service centre reply; payment proof,purchase date; seller details; written rejection,4,helpful_response,Reviewer marked this as helpful response for adaptive improvement.,no,none,consumer_complaint with generic response,consumer_complaint with complete evidence checklist,0.79,0.96,0.97,gold,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-001403,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",phone repair nahi hua service center refund nahi de raha; family needs urgent next steps,"Intent: consumer_complaint. Legal domain: consumer_rights. Urgency: low. Recommended document/workflow: consumer_complaint_checklist. Evidence to collect: invoice; warranty card; defect photos; service centre reply; payment proof. Missing information to ask for: purchase date; seller details; written rejection. Guidance: Keep invoice, warranty, defect evidence, payment proof, and seller/service replies. Send written complaint, then approach consumer helpline or consumer commission if unresolved. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",sd,Sindhi,Sindhi community,yes,India,consumer_rights,consumer_complaint,low,consumer_complaint_checklist,invoice; warranty card; defect photos; service centre reply; payment proof,purchase date; seller details; written rejection,4,helpful_response,Reviewer marked this as helpful response for adaptive improvement.,no,none,consumer_complaint with generic response,consumer_complaint with complete evidence checklist,0.79,0.96,0.97,gold,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-001404,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",online order fake nikla bill aur payment proof hai,"Intent: consumer_complaint. Legal domain: consumer_rights. Urgency: low. Recommended document/workflow: consumer_complaint_checklist. Evidence to collect: invoice; warranty card; defect photos; service centre reply; payment proof. Missing information to ask for: purchase date; seller details; written rejection. Guidance: Keep invoice, warranty, defect evidence, payment proof, and seller/service replies. Send written complaint, then approach consumer helpline or consumer commission if unresolved. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",sd,Sindhi,Sindhi community,yes,India,consumer_rights,consumer_complaint,low,consumer_complaint_checklist,invoice; warranty card; defect photos; service centre reply; payment proof,purchase date; seller details; written rejection,3,partial_answer,Reviewer marked this as partial answer for adaptive improvement.,yes,missing_information,generic answer,specific checklist and next steps,0.66,0.9,0.91,silver,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-001405,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",company replacement deny kar rahi hai consumer court ka format chahiye kripya simple language me batao,"Intent: consumer_complaint. Legal domain: consumer_rights. Urgency: low. Recommended document/workflow: consumer_complaint_checklist. Evidence to collect: invoice; warranty card; defect photos; service centre reply; payment proof. Missing information to ask for: purchase date; seller details; written rejection. Guidance: Keep invoice, warranty, defect evidence, payment proof, and seller/service replies. Send written complaint, then approach consumer helpline or consumer commission if unresolved. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",sd,Sindhi,Sindhi community,yes,India,consumer_rights,consumer_complaint,low,consumer_complaint_checklist,invoice; warranty card; defect photos; service centre reply; payment proof,purchase date; seller details; written rejection,2,wrong_intent,Reviewer marked this as wrong intent for adaptive improvement.,yes,intent,incomplete,consumer_complaint,0.44,0.93,0.91,silver,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-001406,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",defective product warranty reject ho gaya consumer complaint chahiye; family needs urgent next steps,"Intent: consumer_complaint. Legal domain: consumer_rights. Urgency: low. Recommended document/workflow: consumer_complaint_checklist. Evidence to collect: invoice; warranty card; defect photos; service centre reply; payment proof. Missing information to ask for: purchase date; seller details; written rejection. Guidance: Keep invoice, warranty, defect evidence, payment proof, and seller/service replies. Send written complaint, then approach consumer helpline or consumer commission if unresolved. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",sd,Sindhi,Sindhi community,yes,India,consumer_rights,consumer_complaint,low,consumer_complaint_checklist,invoice; warranty card; defect photos; service centre reply; payment proof,purchase date; seller details; written rejection,4,helpful_response,Reviewer marked this as helpful response for adaptive improvement.,no,none,consumer_complaint with generic response,consumer_complaint with complete evidence checklist,0.79,0.96,0.97,gold,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-001407,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",phone repair nahi hua service center refund nahi de raha,"Intent: consumer_complaint. Legal domain: consumer_rights. Urgency: low. Recommended document/workflow: consumer_complaint_checklist. Evidence to collect: invoice; warranty card; defect photos; service centre reply; payment proof. Missing information to ask for: purchase date; seller details; written rejection. Guidance: Keep invoice, warranty, defect evidence, payment proof, and seller/service replies. Send written complaint, then approach consumer helpline or consumer commission if unresolved. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",sd,Sindhi,Sindhi community,yes,India,consumer_rights,consumer_complaint,low,consumer_complaint_checklist,invoice; warranty card; defect photos; service centre reply; payment proof,purchase date; seller details; written rejection,3,partial_answer,Reviewer marked this as partial answer for adaptive improvement.,yes,expected_response_en,incomplete,consumer_complaint,0.44,0.93,0.91,silver,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-001408,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",munhjo bhau ko domestic violence ho raha hai protection order aur free lawyer chahiye kripya simple language me batao,"Intent: domestic_violence. Legal domain: family_safety. Urgency: high. Recommended document/workflow: domestic_violence_safety_checklist. Evidence to collect: medical record; photos; messages; witness names; incident dates. Missing information to ask for: current safety status; location; children involved. Guidance: If there is immediate danger, contact emergency services or police. Preserve medical records, photos, messages, and witness details. Legal aid can help seek protection, residence, maintenance, and safety orders. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",sd,Sindhi,Sindhi community,yes,India,family_safety,domestic_violence,high,domestic_violence_safety_checklist,medical record; photos; messages; witness names; incident dates,current safety status; location; children involved,5,excellent_response,Reviewer marked this as excellent response for adaptive improvement.,no,none,domestic_violence with generic response,domestic_violence with complete evidence checklist,0.79,0.96,0.97,gold,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-001409,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",sasural me maar rahe hain safety problem hai legal aid chahiye; family needs urgent next steps,"Intent: domestic_violence. Legal domain: family_safety. Urgency: high. Recommended document/workflow: domestic_violence_safety_checklist. Evidence to collect: medical record; photos; messages; witness names; incident dates. Missing information to ask for: current safety status; location; children involved. Guidance: If there is immediate danger, contact emergency services or police. Preserve medical records, photos, messages, and witness details. Legal aid can help seek protection, residence, maintenance, and safety orders. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",sd,Sindhi,Sindhi community,yes,India,family_safety,domestic_violence,high,domestic_violence_safety_checklist,medical record; photos; messages; witness names; incident dates,current safety status; location; children involved,4,helpful_response,Reviewer marked this as helpful response for adaptive improvement.,no,none,domestic_violence with generic response,domestic_violence with complete evidence checklist,0.79,0.96,0.97,gold,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-001410,test,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",ghar me violence aur threats hain evidence kya collect karna hai,"Intent: domestic_violence. Legal domain: family_safety. Urgency: high. Recommended document/workflow: domestic_violence_safety_checklist. Evidence to collect: medical record; photos; messages; witness names; incident dates. Missing information to ask for: current safety status; location; children involved. Guidance: If there is immediate danger, contact emergency services or police. Preserve medical records, photos, messages, and witness details. Legal aid can help seek protection, residence, maintenance, and safety orders. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",sd,Sindhi,Sindhi community,yes,India,family_safety,domestic_violence,high,domestic_violence_safety_checklist,medical record; photos; messages; witness names; incident dates,current safety status; location; children involved,2,missing_information,Reviewer marked this as missing information for adaptive improvement.,yes,entities,incomplete,domestic_violence,0.44,0.93,0.91,silver,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-001411,validation,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",protection officer aur DLSA se help kaise milegi kripya simple language me batao,"Intent: domestic_violence. Legal domain: family_safety. Urgency: high. Recommended document/workflow: domestic_violence_safety_checklist. Evidence to collect: medical record; photos; messages; witness names; incident dates. Missing information to ask for: current safety status; location; children involved. Guidance: If there is immediate danger, contact emergency services or police. Preserve medical records, photos, messages, and witness details. Legal aid can help seek protection, residence, maintenance, and safety orders. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",sd,Sindhi,Sindhi community,yes,India,family_safety,domestic_violence,high,domestic_violence_safety_checklist,medical record; photos; messages; witness names; incident dates,current safety status; location; children involved,4,helpful_response,Reviewer marked this as helpful response for adaptive improvement.,no,none,domestic_violence with generic response,domestic_violence with complete evidence checklist,0.79,0.96,0.97,gold,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-001412,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",munhjo bhau ko domestic violence ho raha hai protection order aur free lawyer chahiye; family needs urgent next steps,"Intent: domestic_violence. Legal domain: family_safety. Urgency: high. Recommended document/workflow: domestic_violence_safety_checklist. Evidence to collect: medical record; photos; messages; witness names; incident dates. Missing information to ask for: current safety status; location; children involved. Guidance: If there is immediate danger, contact emergency services or police. Preserve medical records, photos, messages, and witness details. Legal aid can help seek protection, residence, maintenance, and safety orders. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",sd,Sindhi,Sindhi community,yes,India,family_safety,domestic_violence,high,domestic_violence_safety_checklist,medical record; photos; messages; witness names; incident dates,current safety status; location; children involved,5,excellent_response,Reviewer marked this as excellent response for adaptive improvement.,no,none,domestic_violence with generic response,domestic_violence with complete evidence checklist,0.79,0.96,0.97,gold,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-001413,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",sasural me maar rahe hain safety problem hai legal aid chahiye,"Intent: domestic_violence. Legal domain: family_safety. Urgency: high. Recommended document/workflow: domestic_violence_safety_checklist. Evidence to collect: medical record; photos; messages; witness names; incident dates. Missing information to ask for: current safety status; location; children involved. Guidance: If there is immediate danger, contact emergency services or police. Preserve medical records, photos, messages, and witness details. Legal aid can help seek protection, residence, maintenance, and safety orders. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",sd,Sindhi,Sindhi community,yes,India,family_safety,domestic_violence,high,domestic_violence_safety_checklist,medical record; photos; messages; witness names; incident dates,current safety status; location; children involved,4,helpful_response,Reviewer marked this as helpful response for adaptive improvement.,no,none,domestic_violence with generic response,domestic_violence with complete evidence checklist,0.79,0.96,0.97,gold,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-001414,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",police records ke liye RTI application kaise file karun kripya simple language me batao,"Intent: rti_request. Legal domain: public_records. Urgency: low. Recommended document/workflow: rti_request_checklist. Evidence to collect: public authority; record dates; file number; specific information needed. Missing information to ask for: department name; time period; application fee mode. Guidance: Identify the public authority and ask for specific records, dates, and file numbers. Keep the RTI narrow. If no reply is received within the legal timeline, file a first appeal. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",sd,Sindhi,Sindhi community,yes,India,public_records,rti_request,low,rti_request_checklist,public authority; record dates; file number; specific information needed,department name; time period; application fee mode,2,missing_information,Reviewer marked this as missing information for adaptive improvement.,yes,entities,incomplete,rti_request,0.44,0.93,0.91,silver,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-001415,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",government office se file copy chahiye RTI draft bana do; family needs urgent next steps,"Intent: rti_request. Legal domain: public_records. Urgency: low. Recommended document/workflow: rti_request_checklist. Evidence to collect: public authority; record dates; file number; specific information needed. Missing information to ask for: department name; time period; application fee mode. Guidance: Identify the public authority and ask for specific records, dates, and file numbers. Keep the RTI narrow. If no reply is received within the legal timeline, file a first appeal. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",sd,Sindhi,Sindhi community,yes,India,public_records,rti_request,low,rti_request_checklist,public authority; record dates; file number; specific information needed,department name; time period; application fee mode,3,partial_answer,Reviewer marked this as partial answer for adaptive improvement.,yes,expected_response_en,incomplete,rti_request,0.44,0.93,0.91,silver,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-001416,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",complaint par kya action hua RTI se kaise puchun,"Intent: rti_request. Legal domain: public_records. Urgency: low. Recommended document/workflow: rti_request_checklist. Evidence to collect: public authority; record dates; file number; specific information needed. Missing information to ask for: department name; time period; application fee mode. Guidance: Identify the public authority and ask for specific records, dates, and file numbers. Keep the RTI narrow. If no reply is received within the legal timeline, file a first appeal. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",sd,Sindhi,Sindhi community,yes,India,public_records,rti_request,low,rti_request_checklist,public authority; record dates; file number; specific information needed,department name; time period; application fee mode,3,partial_answer,Reviewer marked this as partial answer for adaptive improvement.,yes,missing_information,generic answer,specific checklist and next steps,0.66,0.9,0.91,silver,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-001417,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",public record aur inspection ke liye RTI format chahiye kripya simple language me batao,"Intent: rti_request. Legal domain: public_records. Urgency: low. Recommended document/workflow: rti_request_checklist. Evidence to collect: public authority; record dates; file number; specific information needed. Missing information to ask for: department name; time period; application fee mode. Guidance: Identify the public authority and ask for specific records, dates, and file numbers. Keep the RTI narrow. If no reply is received within the legal timeline, file a first appeal. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",sd,Sindhi,Sindhi community,yes,India,public_records,rti_request,low,rti_request_checklist,public authority; record dates; file number; specific information needed,department name; time period; application fee mode,4,helpful_response,Reviewer marked this as helpful response for adaptive improvement.,no,none,rti_request with generic response,rti_request with complete evidence checklist,0.79,0.96,0.97,gold,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-001418,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",police records ke liye RTI application kaise file karun; family needs urgent next steps,"Intent: rti_request. Legal domain: public_records. Urgency: low. Recommended document/workflow: rti_request_checklist. Evidence to collect: public authority; record dates; file number; specific information needed. Missing information to ask for: department name; time period; application fee mode. Guidance: Identify the public authority and ask for specific records, dates, and file numbers. Keep the RTI narrow. If no reply is received within the legal timeline, file a first appeal. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",sd,Sindhi,Sindhi community,yes,India,public_records,rti_request,low,rti_request_checklist,public authority; record dates; file number; specific information needed,department name; time period; application fee mode,4,helpful_response,Reviewer marked this as helpful response for adaptive improvement.,no,none,rti_request with generic response,rti_request with complete evidence checklist,0.79,0.96,0.97,gold,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-001419,train,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",government office se file copy chahiye RTI draft bana do,"Intent: rti_request. Legal domain: public_records. Urgency: low. Recommended document/workflow: rti_request_checklist. Evidence to collect: public authority; record dates; file number; specific information needed. Missing information to ask for: department name; time period; application fee mode. Guidance: Identify the public authority and ask for specific records, dates, and file numbers. Keep the RTI narrow. If no reply is received within the legal timeline, file a first appeal. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",sd,Sindhi,Sindhi community,yes,India,public_records,rti_request,low,rti_request_checklist,public authority; record dates; file number; specific information needed,department name; time period; application fee mode,4,helpful_response,Reviewer marked this as helpful response for adaptive improvement.,no,none,rti_request with generic response,rti_request with complete evidence checklist,0.79,0.96,0.97,gold,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
NYAYA-GOLD-001420,test,legal_aid_intent_response_evaluation,"You are NyayaSetu, an Indian legal-aid assistant. Classify the citizen message, identify missing evidence, and provide safe next-step guidance. Do not claim to be a lawyer and require lawyer/legal-aid verification.",police complaint nahi likh rahi zero FIR kaise file karun kripya simple language me batao,"Intent: zero_fir. Legal domain: police_accountability. Urgency: high. Recommended document/workflow: zero_fir_guidance. Evidence to collect: complaint draft; refusal date; officer name; incident details. Missing information to ask for: incident location; police station name; written refusal proof. Guidance: If police refuse to register a complaint, note officer name, date, and station. Zero FIR can be registered and transferred. Escalate to senior police officers, Magistrate route, or legal aid. Safety note: Generated information is legal-aid guidance and must be verified by a qualified lawyer or legal services authority.",sd,Sindhi,Sindhi community,yes,India,police_accountability,zero_fir,high,zero_fir_guidance,complaint draft; refusal date; officer name; incident details,incident location; police station name; written refusal proof,2,wrong_language,Reviewer marked this as wrong language for adaptive improvement.,yes,input_language,unknown,sd,0.44,0.93,0.91,silver,yes,simulated_human_reviewed,Built for Adaption Labs Adaptive Data Track
