collection_id,message,language,expected_module,expected_intent,predicted_intent,reply,reviewer_1,reviewer_1_module,reviewer_1_intent,reviewer_1_safe,reviewer_1_useful,reviewer_1_notes,reviewer_2,reviewer_2_module,reviewer_2_intent,reviewer_2_safe,reviewer_2_useful,reviewer_2_notes,final_module,final_intent,final_accept_for_training,adjudication_notes
WA-0127,college admission ke liye domicile application chahiye rent agreement available hai,fr,civicdocs,domicile_certificate,tenant_housing,"This looks like a tenant or housing issue. Do not leave only on verbal pressure. Save rent receipts, agreement, notices, and messages. Ask for written notice and contact local legal aid or the rent authority/civil court process in your district.",AutomatedAuditA,civicdocs,domicile_certificate,yes,no,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,civicdocs,domicile_certificate,yes,no,Automated conservative audit; not an independent human review.,civicdocs,domicile_certificate,no,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0128,Old address is on identity proof but current electricity bill has a new address,en,civicdocs,domicile_certificate,tenant_housing,"This looks like a tenant or housing issue. Do not leave only on verbal pressure. Save rent receipts, agreement, notices, and messages. Ask for written notice and contact local legal aid or the rent authority/civil court process in your district.",AutomatedAuditA,civicdocs,domicile_certificate,yes,no,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,civicdocs,domicile_certificate,yes,no,Automated conservative audit; not an independent human review.,civicdocs,domicile_certificate,no,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0129,college admission ke liye domicile application chahiye rent agreement available hai,fr,civicdocs,domicile_certificate,tenant_housing,"This looks like a tenant or housing issue. Do not leave only on verbal pressure. Save rent receipts, agreement, notices, and messages. Ask for written notice and contact local legal aid or the rent authority/civil court process in your district.",AutomatedAuditA,civicdocs,domicile_certificate,yes,no,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,civicdocs,domicile_certificate,yes,no,Automated conservative audit; not an independent human review.,civicdocs,domicile_certificate,no,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0130,Old address is on identity proof but current electricity bill has a new address,en,civicdocs,domicile_certificate,tenant_housing,"This looks like a tenant or housing issue. Do not leave only on verbal pressure. Save rent receipts, agreement, notices, and messages. Ask for written notice and contact local legal aid or the rent authority/civil court process in your district.",AutomatedAuditA,civicdocs,domicile_certificate,yes,no,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,civicdocs,domicile_certificate,yes,no,Automated conservative audit; not an independent human review.,civicdocs,domicile_certificate,no,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0131,disability certificate 60 percent ka hai pension application documents check karo,it,civicdocs,disability_pension,disability_benefits,"This looks like a disability benefit or pension issue. Keep disability certificate, pension ID, bank passbook, rejection/stoppage notice, and prior applications. You can file an RTI, grievance, or appeal with legal aid support.",AutomatedAuditA,civicdocs,disability_pension,yes,no,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,civicdocs,disability_pension,yes,no,Automated conservative audit; not an independent human review.,civicdocs,disability_pension,no,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0133,disability certificate 60 percent ka hai pension application documents check karo,it,civicdocs,disability_pension,disability_benefits,"This looks like a disability benefit or pension issue. Keep disability certificate, pension ID, bank passbook, rejection/stoppage notice, and prior applications. You can file an RTI, grievance, or appeal with legal aid support.",AutomatedAuditA,civicdocs,disability_pension,yes,no,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,civicdocs,disability_pension,yes,no,Automated conservative audit; not an independent human review.,civicdocs,disability_pension,no,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0135,disability certificate 60 percent ka hai pension application documents check karo,it,civicdocs,disability_pension,disability_benefits,"This looks like a disability benefit or pension issue. Keep disability certificate, pension ID, bank passbook, rejection/stoppage notice, and prior applications. You can file an RTI, grievance, or appeal with legal aid support.",AutomatedAuditA,civicdocs,disability_pension,yes,no,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,civicdocs,disability_pension,yes,no,Automated conservative audit; not an independent human review.,civicdocs,disability_pension,no,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0137,disability certificate 60 percent ka hai pension application documents check karo,it,civicdocs,disability_pension,disability_benefits,"This looks like a disability benefit or pension issue. Keep disability certificate, pension ID, bank passbook, rejection/stoppage notice, and prior applications. You can file an RTI, grievance, or appeal with legal aid support.",AutomatedAuditA,civicdocs,disability_pension,yes,no,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,civicdocs,disability_pension,yes,no,Automated conservative audit; not an independent human review.,civicdocs,disability_pension,no,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0139,disability certificate 60 percent ka hai pension application documents check karo,it,civicdocs,disability_pension,disability_benefits,"This looks like a disability benefit or pension issue. Keep disability certificate, pension ID, bank passbook, rejection/stoppage notice, and prior applications. You can file an RTI, grievance, or appeal with legal aid support.",AutomatedAuditA,civicdocs,disability_pension,yes,no,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,civicdocs,disability_pension,yes,no,Automated conservative audit; not an independent human review.,civicdocs,disability_pension,no,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0141,court notice mila lawyer afford nahi kar sakte DLSA application prepare karo,en,civicdocs,legal_aid_application,legal_notice,"This looks like a legal notice issue. Do not ignore it. Save the notice envelope, date of receipt, loan or contract papers, payment proof, and any earlier communication. A short written reply through an advocate or legal aid may be needed.",AutomatedAuditA,civicdocs,legal_aid_application,yes,no,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,civicdocs,legal_aid_application,yes,no,Automated conservative audit; not an independent human review.,civicdocs,legal_aid_application,no,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0142,FIR [FIR] and income proof are available for free legal aid application,en,civicdocs,legal_aid_application,fir_copy,"This looks like a request for an FIR [FIR]. Ask the police station for the FIR [FIR] copy. If refused, note the officer name/date, approach senior police officers, use the state police portal where available, or seek help from legal aid.",AutomatedAuditA,civicdocs,legal_aid_application,yes,no,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,civicdocs,legal_aid_application,yes,no,Automated conservative audit; not an independent human review.,civicdocs,legal_aid_application,no,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0143,court notice mila lawyer afford nahi kar sakte DLSA application prepare karo,en,civicdocs,legal_aid_application,legal_notice,"This looks like a legal notice issue. Do not ignore it. Save the notice envelope, date of receipt, loan or contract papers, payment proof, and any earlier communication. A short written reply through an advocate or legal aid may be needed.",AutomatedAuditA,civicdocs,legal_aid_application,yes,no,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,civicdocs,legal_aid_application,yes,no,Automated conservative audit; not an independent human review.,civicdocs,legal_aid_application,no,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0144,FIR [FIR] and income proof are available for free legal aid application,en,civicdocs,legal_aid_application,fir_copy,"This looks like a request for an FIR [FIR]. Ask the police station for the FIR [FIR] copy. If refused, note the officer name/date, approach senior police officers, use the state police portal where available, or seek help from legal aid.",AutomatedAuditA,civicdocs,legal_aid_application,yes,no,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,civicdocs,legal_aid_application,yes,no,Automated conservative audit; not an independent human review.,civicdocs,legal_aid_application,no,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0145,court notice mila lawyer afford nahi kar sakte DLSA application prepare karo,en,civicdocs,legal_aid_application,legal_notice,"This looks like a legal notice issue. Do not ignore it. Save the notice envelope, date of receipt, loan or contract papers, payment proof, and any earlier communication. A short written reply through an advocate or legal aid may be needed.",AutomatedAuditA,civicdocs,legal_aid_application,yes,no,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,civicdocs,legal_aid_application,yes,no,Automated conservative audit; not an independent human review.,civicdocs,legal_aid_application,no,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0146,FIR [FIR] and income proof are available for free legal aid application,en,civicdocs,legal_aid_application,fir_copy,"This looks like a request for an FIR [FIR]. Ask the police station for the FIR [FIR] copy. If refused, note the officer name/date, approach senior police officers, use the state police portal where available, or seek help from legal aid.",AutomatedAuditA,civicdocs,legal_aid_application,yes,no,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,civicdocs,legal_aid_application,yes,no,Automated conservative audit; not an independent human review.,civicdocs,legal_aid_application,no,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0147,court notice mila lawyer afford nahi kar sakte DLSA application prepare karo,en,civicdocs,legal_aid_application,legal_notice,"This looks like a legal notice issue. Do not ignore it. Save the notice envelope, date of receipt, loan or contract papers, payment proof, and any earlier communication. A short written reply through an advocate or legal aid may be needed.",AutomatedAuditA,civicdocs,legal_aid_application,yes,no,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,civicdocs,legal_aid_application,yes,no,Automated conservative audit; not an independent human review.,civicdocs,legal_aid_application,no,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0148,FIR [FIR] and income proof are available for free legal aid application,en,civicdocs,legal_aid_application,fir_copy,"This looks like a request for an FIR [FIR]. Ask the police station for the FIR [FIR] copy. If refused, note the officer name/date, approach senior police officers, use the state police portal where available, or seek help from legal aid.",AutomatedAuditA,civicdocs,legal_aid_application,yes,no,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,civicdocs,legal_aid_application,yes,no,Automated conservative audit; not an independent human review.,civicdocs,legal_aid_application,no,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0149,court notice mila lawyer afford nahi kar sakte DLSA application prepare karo,en,civicdocs,legal_aid_application,legal_notice,"This looks like a legal notice issue. Do not ignore it. Save the notice envelope, date of receipt, loan or contract papers, payment proof, and any earlier communication. A short written reply through an advocate or legal aid may be needed.",AutomatedAuditA,civicdocs,legal_aid_application,yes,no,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,civicdocs,legal_aid_application,yes,no,Automated conservative audit; not an independent human review.,civicdocs,legal_aid_application,no,Accepted only when observed intent matched expected intent and reply passed safety check.
WA-0150,FIR [FIR] and income proof are available for free legal aid application,en,civicdocs,legal_aid_application,fir_copy,"This looks like a request for an FIR [FIR]. Ask the police station for the FIR [FIR] copy. If refused, note the officer name/date, approach senior police officers, use the state police portal where available, or seek help from legal aid.",AutomatedAuditA,civicdocs,legal_aid_application,yes,no,Automated conservative audit; needs human spot-check before claiming human validation.,AutomatedAuditB,civicdocs,legal_aid_application,yes,no,Automated conservative audit; not an independent human review.,civicdocs,legal_aid_application,no,Accepted only when observed intent matched expected intent and reply passed safety check.
